"field_type_id","default_value","required_field","search_id","field_options"
4,"17",TRUE,166,NA
5,"",TRUE,166,NA
6,NA,TRUE,166,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,166,NA
13,NA,FALSE,166,"&AQUATIC_THERAPY&AUTISM_SERVICES&CARD_REHAB&HAND_THERAPY&IP_REHAB&LYMPHADEMA_PUMPS&OT&OP_PUL_REHAB&PEDS_OT&PEDS_PT&PT&ST"
0,"FALSE",TRUE,167,NA
1,"True",TRUE,167,NA
2,"pgxsxe",TRUE,167,NA
3,"geisinger-marketplace-ppo-select",TRUE,167,NA
4,"18",TRUE,167,NA
5,"",TRUE,167,NA
6,NA,TRUE,167,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,167,NA
13,NA,FALSE,167,"&AED&BARIATRIC_BED&CPR&EHR&IP_HOSPICE&BI_PAP&ISOLATION&OUTPAT_REHAB&PSYCH_DEMENTIA&RESPITE&TPN&VENT_BEDS_LTC&VENT_BEDS_WEANING&WOUND_OST_NURSE"
0,"FALSE",TRUE,168,NA
1,"True",TRUE,168,NA
2,"pgxsxe",TRUE,168,NA
3,"geisinger-marketplace-ppo-select",TRUE,168,NA
4,"27",TRUE,168,NA
5,"",TRUE,168,NA
6,NA,TRUE,168,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,168,NA
0,"FALSE",TRUE,169,NA
1,"True",TRUE,169,NA
2,"pgxsxe",TRUE,169,NA
3,"geisinger-marketplace-ppo-select",TRUE,169,NA
4,"19",TRUE,169,NA
5,"",TRUE,169,NA
6,NA,TRUE,169,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,169,NA
0,"FALSE",TRUE,170,NA
1,"True",TRUE,170,NA
2,"pgxsxe",TRUE,170,NA
3,"geisinger-marketplace-ppo-select",TRUE,170,NA
4,"1",TRUE,170,NA
5,"",TRUE,170,NA
6,NA,TRUE,170,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,170,NA
0,"FALSE",TRUE,171,NA
1,"True",TRUE,171,NA
2,"pgxsxe",TRUE,171,NA
3,"geisinger-marketplace-ppo-select",TRUE,171,NA
4,"7",TRUE,171,NA
14,NA,TRUE,171,"AL&AK&AZ&AR&CA&CO&CT&DE&FL&GA&HI&ID&IL&IN&IA&KS&KY&LA&ME&MD&MA&MI&MN&MS&MO&MT&NE&NV&NH&NJ&NM&NY&NC&ND&OH&OK&OR&PA&RI&SC&SD&TN&TX&UT&VT&VA&WA&WV&WI&WY"
15,NA,TRUE,171,""
12,"",FALSE,171,NA
13,NA,FALSE,171,"&AIR_CLEAR_SYS&BI_DIRECT_DEVICE&BONE_GROWTH&CPMS&CUST_REHAB_EQ&DYNA_SPLINT_DEV&INSULIN_PUMPS&LYMPHADEMA_PUMPS&OSTOMY_SUPPLIES&PWR_WHEEL_CHAIRS&SCOOTERS&SEATLIFT_CHAIR&SPLINT&UROLOGICAL_SUP&WOUND_OST_SUP&WOUND_VAC_SUP"
0,"FALSE",TRUE,172,NA
1,"True",TRUE,172,NA
2,"pgxsxe",TRUE,172,NA
3,"geisinger-marketplace-ppo-select",TRUE,172,NA
4,"8",TRUE,172,NA
14,NA,TRUE,172,"AL&AK&AZ&AR&CA&CO&CT&DE&FL&GA&HI&ID&IL&IN&IA&KS&KY&LA&ME&MD&MA&MI&MN&MS&MO&MT&NE&NV&NH&NJ&NM&NY&NC&ND&OH&OK&OR&PA&RI&SC&SD&TN&TX&UT&VT&VA&WA&WV&WI&WY"
15,NA,TRUE,172,""
12,"",FALSE,172,NA
13,NA,FALSE,172,"&HOME_HEALTH&HH_MAT_CHILD&HOSPICE"
0,"FALSE",TRUE,173,NA
1,"True",TRUE,173,NA
2,"pgxsxe",TRUE,173,NA
3,"geisinger-marketplace-ppo-select",TRUE,173,NA
4,"13",TRUE,173,NA
5,"",TRUE,173,NA
6,NA,TRUE,173,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,173,NA
0,"FALSE",TRUE,174,NA
1,"True",TRUE,174,NA
2,"pgxsxe",TRUE,174,NA
3,"geisinger-marketplace-ppo-select",TRUE,174,NA
4,"30",TRUE,174,NA
5,"",TRUE,174,NA
6,NA,TRUE,174,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,174,NA
0,"FALSE",TRUE,175,NA
1,"True",TRUE,175,NA
2,"pgxsxe",TRUE,175,NA
3,"geisinger-marketplace-ppo-select",TRUE,175,NA
4,"14",TRUE,175,NA
5,"",TRUE,175,NA
6,NA,TRUE,175,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,175,NA
0,"FALSE",TRUE,177,NA
1,"True",TRUE,177,NA
2,"pgxsxe",TRUE,177,NA
3,"geisinger-marketplace-ppo-select",TRUE,177,NA
4,"15",TRUE,177,NA
5,"",TRUE,177,NA
6,NA,TRUE,177,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,177,NA
13,NA,FALSE,177,"&MAST_SUPPLIES&ORTHO_DEV_LL&ORTHO_DEV_UL&ORTHO_SHOES&ORTHOTICS&PROSTHETICS&PROST_CUSTOM"
0,"FALSE",TRUE,178,NA
1,"True",TRUE,178,NA
2,"pgst",TRUE,178,NA
3,"geisinger-smart-options",TRUE,178,NA
4,"-1",TRUE,178,NA
5,"",TRUE,178,NA
6,NA,TRUE,178,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,178,NA
8,"",FALSE,178,NA
9,NA,FALSE,178,"&ACUPUNCTURE&ADOL_MED&ALLERGY&CARDIOLOGY&CHIRO&CLIN_GEN&CLIN_NEU&COL_SURG&CC_MED&DERMATOLOGY&DERMPATH&ENDO&FP&GASTRO&GP&GERIATRICS&GYN_ONC&GYNECOLOGY&HAND_SURG&HEMATOLOGY&INF_DIS&INT_MED&IM_PEDS&INT_CARD&MF_MED&MED_ONC&NEONATAL&NEPHROLOGY&ND_DIS&NEU_SURG&NEUROLOGY&NEU_PSYCH&MIDWIFE&OB_GYN&OCC_MED&OPHTHALMOLOGY&OPTOMETRY&ORAL_SURG&ORTHO_SURG&OTOLARYNGOLOGY&PAIN_MGMT&PED_ALL&PED_CARD&PED_CCM&PED_DENT&PED_ENDO&PED_GASTRO&PED_HEMONC&PED_ID&PED_NEPH&PED_NEURO&PED_PULM&PED_RHEUM&PED_SURG&PEDIATRICS&PHYSIATRY&PLASTIC_SURG&PODIATRY&PREV_MED&PSYCHIATRY&PUL_DIS&RAD_ONC&REP_ENDO&RHEUMATOLOGY&SLEEP_MED&SOC_WORK&SPORTS_MED&SURGERY&SURG_CC&THOR_SURG&UROLOGY&VASC_RAD&VASC_SURG"
10,"TRUE",FALSE,178,NA
11,"TRUE",FALSE,178,NA
0,"FALSE",TRUE,180,NA
1,"True",TRUE,180,NA
2,"pgst",TRUE,180,NA
3,"geisinger-smart-options",TRUE,180,NA
4,"21",TRUE,180,NA
5,"",TRUE,180,NA
6,NA,TRUE,180,"10&20&30&40&50&60&70&80&90&100"
10,"TRUE",FALSE,180,NA
11,"TRUE",FALSE,180,NA
12,"",FALSE,180,NA
0,"FALSE",TRUE,181,NA
1,"True",TRUE,181,NA
2,"pgst",TRUE,181,NA
3,"geisinger-smart-options",TRUE,181,NA
4,"23",TRUE,181,NA
5,"",TRUE,181,NA
6,NA,TRUE,181,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,181,NA
8,"",FALSE,181,NA
9,NA,FALSE,181,"&FP&GP&GERIATRICS&INT_MED&IM_PEDS&PEDIATRICS"
10,"TRUE",FALSE,181,NA
11,"TRUE",FALSE,181,NA
0,"FALSE",TRUE,182,NA
1,"True",TRUE,182,NA
2,"pgst",TRUE,182,NA
3,"geisinger-smart-options",TRUE,182,NA
4,"24",TRUE,182,NA
5,"",TRUE,182,NA
6,NA,TRUE,182,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,182,NA
8,"",FALSE,182,NA
9,NA,FALSE,182,"&ACUPUNCTURE&ADOL_MED&ALLERGY&CARDIOLOGY&CHIRO&CLIN_GEN&CLIN_NEU&COL_SURG&CC_MED&DERMATOLOGY&DERMPATH&ENDO&FP&GASTRO&GERIATRICS&GYN_ONC&GYNECOLOGY&HAND_SURG&HEMATOLOGY&INF_DIS&INT_MED&IM_PEDS&INT_CARD&MF_MED&MED_ONC&NEONATAL&NEPHROLOGY&ND_DIS&NEU_SURG&NEUROLOGY&NEU_PSYCH&MIDWIFE&OB_GYN&OCC_MED&OPHTHALMOLOGY&OPTOMETRY&ORAL_SURG&ORTHO_SURG&OTOLARYNGOLOGY&PAIN_MGMT&PED_ALL&PED_CARD&PED_CCM&PED_DENT&PED_ENDO&PED_GASTRO&PED_HEMONC&PED_ID&PED_NEPH&PED_NEURO&PED_PULM&PED_RHEUM&PED_SURG&PEDIATRICS&PHYSIATRY&PLASTIC_SURG&PODIATRY&PREV_MED&PSYCHIATRY&PUL_DIS&RAD_ONC&REP_ENDO&RHEUMATOLOGY&SLEEP_MED&SOC_WORK&SPORTS_MED&SURGERY&SURG_CC&THOR_SURG&UROLOGY&VASC_RAD&VASC_SURG"
0,"FALSE",TRUE,183,NA
1,"True",TRUE,183,NA
2,"pgst",TRUE,183,NA
3,"geisinger-smart-options",TRUE,183,NA
4,"2",TRUE,183,NA
5,"",TRUE,183,NA
6,NA,TRUE,183,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,183,NA
0,"FALSE",TRUE,184,NA
1,"True",TRUE,184,NA
2,"pgst",TRUE,184,NA
3,"geisinger-smart-options",TRUE,184,NA
4,"3",TRUE,184,NA
5,"",TRUE,184,NA
6,NA,TRUE,184,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,184,NA
13,NA,FALSE,184,"&AUTISM_SERVICES"
0,"FALSE",TRUE,185,NA
1,"True",TRUE,185,NA
2,"pgst",TRUE,185,NA
3,"geisinger-smart-options",TRUE,185,NA
4,"4",TRUE,185,NA
5,"",TRUE,185,NA
6,NA,TRUE,185,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,185,NA
0,"FALSE",TRUE,186,NA
1,"True",TRUE,186,NA
2,"pgst",TRUE,186,NA
3,"geisinger-smart-options",TRUE,186,NA
4,"5",TRUE,186,NA
5,"",TRUE,186,NA
6,NA,TRUE,186,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,186,NA
0,"FALSE",TRUE,187,NA
1,"True",TRUE,187,NA
2,"pgst",TRUE,187,NA
3,"geisinger-smart-options",TRUE,187,NA
4,"9",TRUE,187,NA
5,"",TRUE,187,NA
6,NA,TRUE,187,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,187,NA
13,NA,FALSE,187,"&AUTISM_SERVICES&BARIATRIC_SURG&BONE_DENSITY&CARD_CATH&CARD_REHAB&CARDIAC_SURGERY&CHEMO&CTA&DIAG_RADIOLOGY&ECHO&HAND_THERAPY&ICU&LITHOTRIPSY&LTAC&MRA&MRI&MAMMOGRAPHY&NUCLEAR_MED&OBSTETRICS&OT&OPEN_MRI&PT&ULTRASOUND"
0,"FALSE",TRUE,188,NA
1,"True",TRUE,188,NA
2,"pgst",TRUE,188,NA
3,"geisinger-smart-options",TRUE,188,NA
4,"10",TRUE,188,NA
5,"",TRUE,188,NA
6,NA,TRUE,188,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,188,NA
0,"FALSE",TRUE,189,NA
1,"True",TRUE,189,NA
2,"pgst",TRUE,189,NA
3,"geisinger-smart-options",TRUE,189,NA
4,"11",TRUE,189,NA
5,"",TRUE,189,NA
6,NA,TRUE,189,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,189,NA
0,"FALSE",TRUE,190,NA
1,"True",TRUE,190,NA
2,"pgst",TRUE,190,NA
3,"geisinger-smart-options",TRUE,190,NA
4,"12",TRUE,190,NA
5,"",TRUE,190,NA
6,NA,TRUE,190,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,190,NA
13,NA,FALSE,190,"&CARD_EVENT_MON&MOBILE_CARD_TELE&PACEMAKER_MON"
0,"FALSE",TRUE,191,NA
1,"True",TRUE,191,NA
2,"pgst",TRUE,191,NA
3,"geisinger-smart-options",TRUE,191,NA
4,"16",TRUE,191,NA
5,"",TRUE,191,NA
6,NA,TRUE,191,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,191,NA
13,NA,FALSE,191,"&BONE_DENSITY&BREAST_MRI&CT_SCANS&CTA&DIAG_RADIOLOGY&ECHO&FLUOROSCOPY&MRA&MRCP&MRI&MAMMOGRAPHY&MOBILE_XRAY&OPEN_MRI&PET_SCANS&ULTRASOUND"
0,"FALSE",TRUE,192,NA
1,"True",TRUE,192,NA
2,"pgst",TRUE,192,NA
3,"geisinger-smart-options",TRUE,192,NA
4,"17",TRUE,192,NA
5,"",TRUE,192,NA
6,NA,TRUE,192,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,192,NA
13,NA,FALSE,192,"&AQUATIC_THERAPY&AUTISM_SERVICES&CARD_REHAB&HAND_THERAPY&IP_REHAB&LYMPHADEMA_PUMPS&OT&OP_PUL_REHAB&PEDS_OT&PEDS_PT&PT&ST"
0,"FALSE",TRUE,193,NA
1,"True",TRUE,193,NA
2,"pgst",TRUE,193,NA
3,"geisinger-smart-options",TRUE,193,NA
4,"18",TRUE,193,NA
5,"",TRUE,193,NA
6,NA,TRUE,193,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,193,NA
13,NA,FALSE,193,"&AED&BARIATRIC_BED&CPR&EHR&IP_HOSPICE&BI_PAP&ISOLATION&OUTPAT_REHAB&PSYCH_DEMENTIA&RESPITE&TPN&VENT_BEDS_LTC&VENT_BEDS_WEANING&WOUND_OST_NURSE"
0,"FALSE",TRUE,194,NA
1,"True",TRUE,194,NA
2,"pgst",TRUE,194,NA
3,"geisinger-smart-options",TRUE,194,NA
4,"27",TRUE,194,NA
5,"",TRUE,194,NA
6,NA,TRUE,194,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,194,NA
0,"FALSE",TRUE,195,NA
1,"True",TRUE,195,NA
2,"pgst",TRUE,195,NA
3,"geisinger-smart-options",TRUE,195,NA
4,"19",TRUE,195,NA
5,"",TRUE,195,NA
6,NA,TRUE,195,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,195,NA
0,"FALSE",TRUE,196,NA
1,"True",TRUE,196,NA
2,"pgst",TRUE,196,NA
3,"geisinger-smart-options",TRUE,196,NA
4,"1",TRUE,196,NA
5,"",TRUE,196,NA
6,NA,TRUE,196,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,196,NA
0,"FALSE",TRUE,197,NA
1,"True",TRUE,197,NA
2,"pgst",TRUE,197,NA
3,"geisinger-smart-options",TRUE,197,NA
4,"7",TRUE,197,NA
14,NA,TRUE,197,"AL&AK&AZ&AR&CA&CO&CT&DE&FL&GA&HI&ID&IL&IN&IA&KS&KY&LA&ME&MD&MA&MI&MN&MS&MO&MT&NE&NV&NH&NJ&NM&NY&NC&ND&OH&OK&OR&PA&RI&SC&SD&TN&TX&UT&VT&VA&WA&WV&WI&WY"
15,NA,TRUE,197,""
12,"",FALSE,197,NA
13,NA,FALSE,197,"&AIR_CLEAR_SYS&BI_DIRECT_DEVICE&BONE_GROWTH&CPMS&CUST_REHAB_EQ&DYNA_SPLINT_DEV&INSULIN_PUMPS&LYMPHADEMA_PUMPS&OSTOMY_SUPPLIES&PWR_WHEEL_CHAIRS&SCOOTERS&SEATLIFT_CHAIR&SPLINT&UROLOGICAL_SUP&WOUND_OST_SUP&WOUND_VAC_SUP"
0,"FALSE",TRUE,198,NA
1,"True",TRUE,198,NA
2,"pgst",TRUE,198,NA
3,"geisinger-smart-options",TRUE,198,NA
4,"8",TRUE,198,NA
14,NA,TRUE,198,"AL&AK&AZ&AR&CA&CO&CT&DE&FL&GA&HI&ID&IL&IN&IA&KS&KY&LA&ME&MD&MA&MI&MN&MS&MO&MT&NE&NV&NH&NJ&NM&NY&NC&ND&OH&OK&OR&PA&RI&SC&SD&TN&TX&UT&VT&VA&WA&WV&WI&WY"
15,NA,TRUE,198,""
12,"",FALSE,198,NA
13,NA,FALSE,198,"&HOME_HEALTH&HH_MAT_CHILD&HOSPICE"
0,"FALSE",TRUE,199,NA
1,"True",TRUE,199,NA
2,"pgst",TRUE,199,NA
3,"geisinger-smart-options",TRUE,199,NA
4,"13",TRUE,199,NA
5,"",TRUE,199,NA
6,NA,TRUE,199,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,199,NA
0,"FALSE",TRUE,200,NA
1,"True",TRUE,200,NA
2,"pgst",TRUE,200,NA
3,"geisinger-smart-options",TRUE,200,NA
4,"30",TRUE,200,NA
5,"",TRUE,200,NA
6,NA,TRUE,200,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,200,NA
0,"FALSE",TRUE,201,NA
1,"True",TRUE,201,NA
2,"pgst",TRUE,201,NA
3,"geisinger-smart-options",TRUE,201,NA
4,"14",TRUE,201,NA
5,"",TRUE,201,NA
6,NA,TRUE,201,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,201,NA
0,"FALSE",TRUE,202,NA
1,"True",TRUE,202,NA
2,"pgst",TRUE,202,NA
3,"geisinger-smart-options",TRUE,202,NA
4,"15",TRUE,202,NA
5,"",TRUE,202,NA
6,NA,TRUE,202,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,202,NA
13,NA,FALSE,202,"&MAST_SUPPLIES&ORTHO_DEV_LL&ORTHO_DEV_UL&ORTHO_SHOES&ORTHOTICS&PROSTHETICS&PROST_CUSTOM"
0,"FALSE",TRUE,203,NA
1,"True",TRUE,203,NA
2,"pgrpao",TRUE,203,NA
3,"aon-active-health-exchange",TRUE,203,NA
4,"-1",TRUE,203,NA
5,"",TRUE,203,NA
6,NA,TRUE,203,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,203,NA
8,"",FALSE,203,NA
9,NA,FALSE,203,"&ACUPUNCTURE&ADOL_MED&ALLERGY&CARDIOLOGY&CHIRO&CLIN_GEN&CLIN_NEU&COL_SURG&CC_MED&DERMATOLOGY&DERMPATH&ENDO&FP&GASTRO&GP&GERIATRICS&GYN_ONC&GYNECOLOGY&HAND_SURG&HEMATOLOGY&INF_DIS&INT_MED&IM_PEDS&INT_CARD&MF_MED&MED_ONC&NEONATAL&NEPHROLOGY&ND_DIS&NEU_SURG&NEUROLOGY&NEU_PSYCH&MIDWIFE&OB_GYN&OCC_MED&OPHTHALMOLOGY&OPTOMETRY&ORAL_SURG&ORTHO_SURG&OTOLARYNGOLOGY&PAIN_MGMT&PED_ALL&PED_CARD&PED_CCM&PED_DENT&PED_ENDO&PED_GASTRO&PED_HEMONC&PED_ID&PED_NEPH&PED_NEURO&PED_PULM&PED_RHEUM&PED_SURG&PEDIATRICS&PHYSIATRY&PLASTIC_SURG&PODIATRY&PREV_MED&PSYCHIATRY&PUL_DIS&RAD_ONC&REP_ENDO&RHEUMATOLOGY&SLEEP_MED&SOC_WORK&SPORTS_MED&SURGERY&SURG_CC&THOR_SURG&UROLOGY&VASC_RAD&VASC_SURG"
10,"TRUE",FALSE,203,NA
11,"TRUE",FALSE,203,NA
0,"FALSE",TRUE,205,NA
1,"True",TRUE,205,NA
2,"pgrpao",TRUE,205,NA
3,"aon-active-health-exchange",TRUE,205,NA
4,"21",TRUE,205,NA
5,"",TRUE,205,NA
6,NA,TRUE,205,"10&20&30&40&50&60&70&80&90&100"
10,"TRUE",FALSE,205,NA
11,"TRUE",FALSE,205,NA
12,"",FALSE,205,NA
0,"FALSE",TRUE,206,NA
1,"True",TRUE,206,NA
2,"pgrpao",TRUE,206,NA
3,"aon-active-health-exchange",TRUE,206,NA
4,"23",TRUE,206,NA
5,"",TRUE,206,NA
6,NA,TRUE,206,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,206,NA
8,"",FALSE,206,NA
9,NA,FALSE,206,"&FP&GP&GERIATRICS&INT_MED&IM_PEDS&PEDIATRICS"
10,"TRUE",FALSE,206,NA
11,"TRUE",FALSE,206,NA
0,"FALSE",TRUE,207,NA
1,"True",TRUE,207,NA
2,"pgrpao",TRUE,207,NA
3,"aon-active-health-exchange",TRUE,207,NA
4,"24",TRUE,207,NA
5,"",TRUE,207,NA
6,NA,TRUE,207,"10&20&30&40&50&60&70&80&90&100"
7,"",FALSE,207,NA
8,"",FALSE,207,NA
9,NA,FALSE,207,"&ACUPUNCTURE&ADOL_MED&ALLERGY&CARDIOLOGY&CHIRO&CLIN_GEN&CLIN_NEU&COL_SURG&CC_MED&DERMATOLOGY&DERMPATH&ENDO&FP&GASTRO&GERIATRICS&GYN_ONC&GYNECOLOGY&HAND_SURG&HEMATOLOGY&INF_DIS&INT_MED&IM_PEDS&INT_CARD&MF_MED&MED_ONC&NEONATAL&NEPHROLOGY&ND_DIS&NEU_SURG&NEUROLOGY&NEU_PSYCH&MIDWIFE&OB_GYN&OCC_MED&OPHTHALMOLOGY&OPTOMETRY&ORAL_SURG&ORTHO_SURG&OTOLARYNGOLOGY&PAIN_MGMT&PED_ALL&PED_CARD&PED_CCM&PED_DENT&PED_ENDO&PED_GASTRO&PED_HEMONC&PED_ID&PED_NEPH&PED_NEURO&PED_PULM&PED_RHEUM&PED_SURG&PEDIATRICS&PHYSIATRY&PLASTIC_SURG&PODIATRY&PREV_MED&PSYCHIATRY&PUL_DIS&RAD_ONC&REP_ENDO&RHEUMATOLOGY&SLEEP_MED&SOC_WORK&SPORTS_MED&SURGERY&SURG_CC&THOR_SURG&UROLOGY&VASC_RAD&VASC_SURG"
0,"FALSE",TRUE,208,NA
1,"True",TRUE,208,NA
2,"pgrpao",TRUE,208,NA
3,"aon-active-health-exchange",TRUE,208,NA
4,"2",TRUE,208,NA
5,"",TRUE,208,NA
6,NA,TRUE,208,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,208,NA
0,"FALSE",TRUE,209,NA
1,"True",TRUE,209,NA
2,"pgrpao",TRUE,209,NA
3,"aon-active-health-exchange",TRUE,209,NA
4,"3",TRUE,209,NA
5,"",TRUE,209,NA
6,NA,TRUE,209,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,209,NA
13,NA,FALSE,209,"&AUTISM_SERVICES"
0,"FALSE",TRUE,210,NA
1,"True",TRUE,210,NA
2,"pgrpao",TRUE,210,NA
3,"aon-active-health-exchange",TRUE,210,NA
4,"4",TRUE,210,NA
5,"",TRUE,210,NA
6,NA,TRUE,210,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,210,NA
0,"FALSE",TRUE,211,NA
1,"True",TRUE,211,NA
2,"pgrpao",TRUE,211,NA
3,"aon-active-health-exchange",TRUE,211,NA
4,"5",TRUE,211,NA
5,"",TRUE,211,NA
6,NA,TRUE,211,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,211,NA
0,"FALSE",TRUE,212,NA
1,"True",TRUE,212,NA
2,"pgrpao",TRUE,212,NA
3,"aon-active-health-exchange",TRUE,212,NA
4,"9",TRUE,212,NA
5,"",TRUE,212,NA
6,NA,TRUE,212,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,212,NA
13,NA,FALSE,212,"&AUTISM_SERVICES&BARIATRIC_SURG&BONE_DENSITY&CARD_CATH&CARD_REHAB&CARDIAC_SURGERY&CHEMO&CTA&DIAG_RADIOLOGY&ECHO&HAND_THERAPY&ICU&LITHOTRIPSY&LTAC&MRA&MRI&MAMMOGRAPHY&NUCLEAR_MED&OBSTETRICS&OT&OPEN_MRI&PT&ULTRASOUND"
0,"FALSE",TRUE,213,NA
1,"True",TRUE,213,NA
2,"pgrpao",TRUE,213,NA
3,"aon-active-health-exchange",TRUE,213,NA
4,"10",TRUE,213,NA
5,"",TRUE,213,NA
6,NA,TRUE,213,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,213,NA
0,"FALSE",TRUE,214,NA
1,"True",TRUE,214,NA
2,"pgrpao",TRUE,214,NA
3,"aon-active-health-exchange",TRUE,214,NA
4,"11",TRUE,214,NA
5,"",TRUE,214,NA
6,NA,TRUE,214,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,214,NA
0,"FALSE",TRUE,215,NA
1,"True",TRUE,215,NA
2,"pgrpao",TRUE,215,NA
3,"aon-active-health-exchange",TRUE,215,NA
4,"12",TRUE,215,NA
5,"",TRUE,215,NA
6,NA,TRUE,215,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,215,NA
13,NA,FALSE,215,"&CARD_EVENT_MON&MOBILE_CARD_TELE&PACEMAKER_MON"
0,"FALSE",TRUE,216,NA
1,"True",TRUE,216,NA
2,"pgrpao",TRUE,216,NA
3,"aon-active-health-exchange",TRUE,216,NA
4,"16",TRUE,216,NA
5,"",TRUE,216,NA
6,NA,TRUE,216,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,216,NA
13,NA,FALSE,216,"&BONE_DENSITY&BREAST_MRI&CT_SCANS&CTA&DIAG_RADIOLOGY&ECHO&FLUOROSCOPY&MRA&MRCP&MRI&MAMMOGRAPHY&MOBILE_XRAY&OPEN_MRI&PET_SCANS&ULTRASOUND"
0,"FALSE",TRUE,217,NA
1,"True",TRUE,217,NA
2,"pgrpao",TRUE,217,NA
3,"aon-active-health-exchange",TRUE,217,NA
4,"17",TRUE,217,NA
5,"",TRUE,217,NA
6,NA,TRUE,217,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,217,NA
13,NA,FALSE,217,"&AQUATIC_THERAPY&AUTISM_SERVICES&CARD_REHAB&HAND_THERAPY&IP_REHAB&LYMPHADEMA_PUMPS&OT&OP_PUL_REHAB&PEDS_OT&PEDS_PT&PT&ST"
0,"FALSE",TRUE,218,NA
1,"True",TRUE,218,NA
2,"pgrpao",TRUE,218,NA
3,"aon-active-health-exchange",TRUE,218,NA
4,"18",TRUE,218,NA
5,"",TRUE,218,NA
6,NA,TRUE,218,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,218,NA
13,NA,FALSE,218,"&AED&BARIATRIC_BED&CPR&EHR&IP_HOSPICE&BI_PAP&ISOLATION&OUTPAT_REHAB&PSYCH_DEMENTIA&RESPITE&TPN&VENT_BEDS_LTC&VENT_BEDS_WEANING&WOUND_OST_NURSE"
0,"FALSE",TRUE,219,NA
1,"True",TRUE,219,NA
2,"pgrpao",TRUE,219,NA
3,"aon-active-health-exchange",TRUE,219,NA
4,"27",TRUE,219,NA
5,"",TRUE,219,NA
6,NA,TRUE,219,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,219,NA
0,"FALSE",TRUE,220,NA
1,"True",TRUE,220,NA
2,"pgrpao",TRUE,220,NA
3,"aon-active-health-exchange",TRUE,220,NA
4,"19",TRUE,220,NA
5,"",TRUE,220,NA
6,NA,TRUE,220,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,220,NA
0,"FALSE",TRUE,221,NA
1,"True",TRUE,221,NA
2,"pgrpao",TRUE,221,NA
3,"aon-active-health-exchange",TRUE,221,NA
4,"1",TRUE,221,NA
5,"",TRUE,221,NA
6,NA,TRUE,221,"10&20&30&40&50&60&70&80&90&100"
12,"",FALSE,221,NA
0,"FALSE",TRUE,222,NA
1,"True",TRUE,222,NA
2,"pgrpao",TRUE,222,NA
3,"aon-active-health-exchange",TRUE,222,NA
4,"7",TRUE,222,NA
14,NA,TRUE,222,"AL&AK&AZ&AR&CA&CO&CT&DE&FL&GA&HI&ID&IL&IN&IA&KS&KY&LA&ME&MD&MA&MI&MN&MS&MO&MT&NE&NV&NH&NJ&NM&NY&NC&ND&OH&OK&OR&PA&RI&SC&SD&TN&TX&UT&VT&VA&WA&WV&WI&WY"
15,NA,TRUE,222,""
12,"",FALSE,222,NA
